Timestamp,02.007.BLK01.MET04.PYR01 - Pyranometer - Up.IRRADIANCE_POA  (W/m^2) (AVG),02.007.BLK01.MET04.REF01 - Reference Cell - Up.IRRADIANCE_POA  (W/m^2) (AVG),02.007.BLK01.MET04.REF02 - Reference Cell - Down.IRRADIANCE_POA  (W/m^2) (AVG),02.007.BLK01.MET04.REF03 - Reference Cell - Up.IRRADIANCE_POA  (W/m^2) (AVG),02.007.BLK01.MET04.REF04 - Reference Cell - Down.IRRADIANCE_POA  (W/m^2) (AVG)
2020-10-01T01:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T02:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T03:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T04:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T05:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T06:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T07:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T08:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T09:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T10:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T11:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T12:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T13:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T14:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T15:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T16:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T17:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T18:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T19:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T20:00:00,NaN,NaN,NaN,NaN,NaN
2020-10-01T21:00:00,-448.025,0.4,0,0.416666667,0
2020-10-01T22:00:00,-2641.466667,0,0,0,0
2020-10-01T23:00:00,-2649.683333,0,0,0,0
2020-10-02T00:00:00,-2654.366667,0,0,0,0
2020-10-02T01:00:00,-2656.891667,0,0,0,0
2020-10-02T02:00:00,-2654.933333,0,0,0,0
2020-10-02T03:00:00,-2647.708333,0,0,0,0
2020-10-02T04:00:00,-2649.408333,0,0,0,0
2020-10-02T05:00:00,-2652.858333,0,0,0,0
2020-10-02T06:00:00,-2654.391667,0,0,0,0
2020-10-02T07:00:00,-2656.15,0,0,0,0
2020-10-02T08:00:00,-2658.458333,0,0,0,0
2020-10-02T09:00:00,-2662.441667,16.98333333,0.633333333,17.25833333,1.225
2020-10-02T10:00:00,-2659.858333,160.1833333,6.983333333,164.0833333,10.54166667
2020-10-02T11:00:00,-2646.133333,446.9416667,12.45833333,460.3166667,18.46666667
2020-10-02T12:00:00,-2660.675,694.2666667,17.325,705.3333333,26.70833333
2020-10-02T13:00:00,-304.8666667,843.1583333,20.50833333,855.9333333,32.85
2020-10-02T14:00:00,45.83333333,888.25,23.50833333,869.95,37.05833333
2020-10-02T15:00:00,45.80833333,864.6583333,23.86666667,857.8583333,37.88333333
2020-10-02T16:00:00,46.99166667,895.8333333,26.025,892.075,38.725
2020-10-02T17:00:00,21.59166667,393.1333333,16.925,396.9666667,19.78333333
2020-10-02T18:00:00,-999.4166667,226.725,16.35,230.0583333,10.95833333
2020-10-02T19:00:00,-2636.808333,57.7,5.1,63.36666667,3.433333333
2020-10-02T20:00:00,-2657.975,0.3,0,0.333333333,0
2020-10-02T21:00:00,-2674.283333,0,0,0,0
2020-10-02T22:00:00,-2683.4,0,0,0,0
2020-10-02T23:00:00,-2688.675,0,0,0,0
2020-10-03T00:00:00,-2693,0,0,0,0
2020-10-03T01:00:00,-2696.541667,0,0,0,0
2020-10-03T02:00:00,-2698.558333,0,0,0,0
2020-10-03T03:00:00,-2699.958333,0,0,0,0
2020-10-03T04:00:00,-2700.725,0,0,0,0
2020-10-03T05:00:00,-2702.608333,0,0,0,0
2020-10-03T06:00:00,-2705.966667,0,0,0,0
2020-10-03T07:00:00,-2708.708333,0,0,0,0
2020-10-03T08:00:00,-2709.641667,15.46666667,0.191666667,16.775,0.433333333
2020-10-03T09:00:00,-2702.166667,169.2916667,4.925,176.8833333,7.125
2020-10-03T10:00:00,-2679.983333,462.2333333,12.30833333,476.3,17.96666667
2020-10-03T11:00:00,-2650.666667,696.7083333,17.3,710.65,26.39166667
2020-10-03T12:00:00,-2623.591667,862.3,20.50833333,876.6833333,32.65833333
2020-10-03T13:00:00,-2607.491667,962.925,23.025,968.9083333,37.04166667
2020-10-03T14:00:00,-2601.291667,936.025,23.59166667,935.0833333,36.93333333
2020-10-03T15:00:00,-2600.583333,867.5666667,24.075,859.575,36.025
2020-10-03T16:00:00,-2598.141667,781.375,25.725,772.55,35.06666667
2020-10-03T17:00:00,-2608.875,557.5916667,22.5,560.2833333,23.70833333
2020-10-03T18:00:00,-2619.975,258,19.34166667,252.1416667,11.68333333
2020-10-03T19:00:00,-2634.141667,52.19166667,4.608333333,60.95,3.133333333
2020-10-03T20:00:00,-2656.45,0.241666667,0,0.3,0
2020-10-03T21:00:00,-2673.15,0,0,0,0
2020-10-03T22:00:00,-2682.675,0,0,0,0
2020-10-03T23:00:00,-2688.25,0,0,0,0
2020-10-04T00:00:00,-2691.25,0,0,0,0
2020-10-04T01:00:00,,,,,
2020-10-04T02:00:00,,,,,
2020-10-04T03:00:00,,,,,
2020-10-04T04:00:00,,,,,
2020-10-04T05:00:00,,,,,
2020-10-04T06:00:00,,,,,
2020-10-04T07:00:00,,,,,
2020-10-04T08:00:00,,,,,
2020-10-04T09:00:00,,,,,
2020-10-04T10:00:00,,,,,
2020-10-04T11:00:00,,,,,
2020-10-04T12:00:00,,,,,
2020-10-04T13:00:00,,,,,
2020-10-04T14:00:00,,,,,
2020-10-04T15:00:00,,,,,
2020-10-04T16:00:00,,,,,
2020-10-04T17:00:00,,,,,
2020-10-04T18:00:00,,,,,
2020-10-04T19:00:00,,,,,
2020-10-04T20:00:00,,,,,
2020-10-04T21:00:00,-2674.925,0,0,0,0
2020-10-04T22:00:00,-2682.4,0,0,0,0
2020-10-04T23:00:00,-2687.35,0,0,0,0
2020-10-05T00:00:00,-2690.3,0,0,0,0
2020-10-05T01:00:00,-2692.033333,0,0,0,0
2020-10-05T02:00:00,-2693.766667,0,0,0,0
2020-10-05T03:00:00,-2695.058333,0,0,0,0
2020-10-05T04:00:00,-2696.125,0,0,0,0
2020-10-05T05:00:00,-2697.508333,0,0,0,0
2020-10-05T06:00:00,-2699.2,0,0,0,0
2020-10-05T07:00:00,-2700.591667,0,0,0,0
2020-10-05T08:00:00,-2701.241667,19.36666667,0.408333333,19.73333333,0.766666667
2020-10-05T09:00:00,-2692.141667,180.85,5.541666667,189.35,7.841666667
2020-10-05T10:00:00,-2667.883333,448.0833333,12.025,462.1583333,17.075
2020-10-05T11:00:00,-2641.258333,680.0083333,17.16666667,694.2083333,25.575
2020-10-05T12:00:00,-2618.9,848.475,20.59166667,860.6666667,31.80833333
2020-10-05T13:00:00,-2605.15,941.475,22.76666667,951.2416667,35.70833333
2020-10-05T14:00:00,-2597.083333,955.1333333,24,962.0166667,36.60833333
2020-10-05T15:00:00,-892.2416667,892.9916667,23.19166667,896.2833333,33.93333333
2020-10-05T16:00:00,35.86666667,749.6833333,22.49166667,749.6583333,29.08333333
2020-10-05T17:00:00,24.35833333,513.5166667,20.825,510.9916667,21.03333333
2020-10-05T18:00:00,-1746.316667,257.8333333,19.28333333,254.25,12.475
2020-10-05T19:00:00,-2624.825,36.91666667,3.008333333,40.50833333,2.691666667
2020-10-05T20:00:00,-2648.566667,0.116666667,0,0.166666667,0
2020-10-05T21:00:00,-2666.308333,0,0,0,0
2020-10-05T22:00:00,-2675.675,0,0,0,0
2020-10-05T23:00:00,-2681.025,0,0,0,0
2020-10-06T00:00:00,-2683.85,0,0,0,0
2020-10-06T01:00:00,-2687.983333,0,0,0,0
2020-10-06T02:00:00,-2692.116667,0,0,0,0
2020-10-06T03:00:00,-2694.85,0,0,0,0
2020-10-06T04:00:00,-2696.933333,0,0,0,0
2020-10-06T05:00:00,-2698.666667,0,0,0,0
2020-10-06T06:00:00,-2700.533333,0,0,0,0
2020-10-06T07:00:00,-2702.35,0,0,0,0
2020-10-06T08:00:00,-2699.933333,23.66666667,0.591666667,25.33333333,1.083333333
2020-10-06T09:00:00,-2686.991667,187.1583333,5.8,195.0583333,8.091666667
2020-10-06T10:00:00,-2656.616667,432.4,12.18333333,445.7416667,17.325
2020-10-06T11:00:00,160.6166667,647.325,211.1083333,656.7833333,222.7666667
2020-10-06T12:00:00,6965,696,696,696,696
2020-10-06T13:00:00,6965,696,696,696,696
2020-10-06T14:00:00,6965,696,696,696,696
2020-10-06T15:00:00,6965,696,696,696,696
2020-10-06T16:00:00,6965,696,696,696,696
2020-10-06T17:00:00,6934.4,694.5416667,692.8583333,694.5666667,692.7916667
2020-10-06T18:00:00,360.3666667,112.875,40.39166667,114.5666667,38.24166667
2020-10-06T19:00:00,-1104.208333,25.93333333,6.433333333,33.05,6.683333333
2020-10-06T20:00:00,-2632.25,0.1,0,0.116666667,0
2020-10-06T21:00:00,-2648.425,0,0,0,0
2020-10-06T22:00:00,-2656.641667,0,0,0,0
2020-10-06T23:00:00,-2661.783333,0,0,0,0
2020-10-07T00:00:00,-2664.183333,0,0,0,0
2020-10-07T01:00:00,-2664.25,0,0,0,0
2020-10-07T02:00:00,-2663.6,0,0,0,0
2020-10-07T03:00:00,-2665.133333,0,0,0,0
2020-10-07T04:00:00,-2667.216667,0,0,0,0
2020-10-07T05:00:00,-1818.041667,10.54166667,10.60833333,10.40833333,10.475
2020-10-07T06:00:00,399,39,39,39,39
2020-10-07T07:00:00,399,39,39,39,39
2020-10-07T08:00:00,399,39,39,39,39
2020-10-07T09:00:00,399,39,39,39,39
2020-10-07T10:00:00,399,39,39,39,39
2020-10-07T11:00:00,399,39,39,39,39
2020-10-07T12:00:00,399,39,39,39,39
2020-10-07T13:00:00,399,39,39,39,39
2020-10-07T14:00:00,399,39,39,39,39
2020-10-07T15:00:00,314,64.76666667,31.525,64.85,31.875
2020-10-07T16:00:00,30.19166667,705.3,22.36666667,705.5,28.01666667
2020-10-07T17:00:00,20.51666667,454.625,20.375,452.025,20.85833333
2020-10-07T18:00:00,9.625,240.1083333,18.59166667,236.4833333,11.675
2020-10-07T19:00:00,-0.866666667,35.84166667,3.358333333,39.43333333,2.591666667
2020-10-07T20:00:00,-1885.983333,0.075,0,0.075,0
2020-10-07T21:00:00,-2634.533333,0,0,0,0
2020-10-07T22:00:00,-2634.6,0,0,0,0
2020-10-07T23:00:00,-2629.9,0,0,0,0
2020-10-08T00:00:00,-2627.058333,0,0,0,0
2020-10-08T01:00:00,-2630.683333,0,0,0,0
2020-10-08T02:00:00,-2637.825,0,0,0,0
2020-10-08T03:00:00,-2645.233333,0,0,0,0
2020-10-08T04:00:00,-2649.983333,0,0,0,0
2020-10-08T05:00:00,-2652.875,0,0,0,0
2020-10-08T06:00:00,-2657.091667,0,0,0,0
2020-10-08T07:00:00,-2660.158333,0,0,0,0
2020-10-08T08:00:00,-2665.7,19.725,0.516666667,20.825,0.958333333
