Timestamp,SR20 Global Horizontal Irradiance.IRRADIANCE_GHI, SPN1 - Diffuse Irradiance.IRRADIANCE_DIF ,SPN1 - Diffuse Irradiance.IRRADIANCE_DNI,SPN1 - Diffuse Irradiance.IRRADIANCE_GHI
2020-08-03T10:40:00,NaN,69.19056822,,101.0801707
2020-08-03T10:50:00,289.5021118,67.00262258,,116.4049464
2020-08-03T11:00:00,241.5737144,48.81454086,,151.4737915
2020-08-03T11:10:00,404.4953564,69.066281,,164.8360938
2020-08-03T11:20:00,570.6360286,132.4423562,,166.0689889
2020-08-03T11:30:00,840.2684662,56.34867783,,192.2156403
2020-08-03T11:40:00,403.4871708,44.78977225,,151.5240551
2020-08-03T11:50:00,NaN,49.66496372,,144.643261
2020-08-03T12:00:00,NaN,51.61720777,,131.1932058
2020-08-03T12:10:00,NaN,53.56945181,,117.7431507
2020-08-03T12:20:00,NaN,55.52169585,,104.2930956
2020-08-03T12:30:00,NaN,57.4739399,,90.84304047
2020-08-03T12:40:00,NaN,59.42618394,,77.39298534
2020-08-03T12:50:00,384.4608279,51.55456793,,127.1289564
2020-08-03T13:00:00,494.7529602,101.4651684,,175.9677073
2020-08-03T13:10:00,618.0267006,127.4053718,,161.5849969
2020-08-03T13:20:00,552.4589478,70.5091692,,181.0578339
2020-08-03T13:30:00,555.0996185,47.86409435,,157.976535
2020-08-03T13:40:00,607.4643707,50.17891502,,166.4061821
2020-08-03T13:50:00,577.1654022,50.43578739,,175.6242844
2020-08-03T14:00:00,603.0338654,54.85046024,,184.367524
2020-08-03T14:10:00,811.7038879,64.20398464,,231.6639961
2020-08-03T14:20:00,605.3527008,60.22873631,,202.0583519
2020-08-03T14:30:00,655.4495758,64.80562553,,204.6475098
2020-08-03T14:40:00,517.2568726,66.91092873,,192.7087158
2020-08-03T14:50:00,154.7463305,62.511136,,149.0786374
2020-08-03T15:00:00,NaN,86.1013518,,136.2797297
2020-08-03T15:10:00,NaN,115.9156783,,114.6116251
2020-08-03T15:20:00,NaN,145.7300048,,92.94352049
2020-08-03T15:30:00,NaN,175.5443313,,71.27541587
2020-08-03T15:40:00,NaN,205.3586578,,49.60731125
2020-08-03T15:50:00,NaN,235.1729843,,27.93920663
2020-08-03T16:00:00,NaN,264.9873109,,6.271102012
2020-08-03T16:10:00,NaN,294.8016374,,-15.39700261
2020-08-03T16:20:00,NaN,324.6159639,,-37.06510722
2020-08-03T16:30:00,166.513653,220.8971148,,87.68862294
2020-08-03T16:40:00,134.0145714,149.3530098,,165.4186394
2020-08-03T16:50:00,104.9202156,188.6413239,,171.2712769
2020-08-03T17:00:00,126.6756546,158.4079308,,142.9378807
2020-08-03T17:10:00,143.5660767,141.0717846,,132.4344849
2020-08-03T17:20:00,121.3718987,133.1709934,,133.302951
2020-08-03T17:30:00,112.2040404,146.0917241,,135.6264746
2020-08-03T17:40:00,NaN,148.8093059,,135.3899143
2020-08-03T17:50:00,NaN,147.9873087,,133.1386788
2020-08-03T18:00:00,NaN,147.1653115,,130.8874433
2020-08-03T18:10:00,NaN,146.3433143,,128.6362078
2020-08-03T18:20:00,NaN,145.5213171,,126.3849723
2020-08-03T18:30:00,NaN,144.6993199,,124.1337369
2020-08-03T18:40:00,NaN,143.8773227,,121.8825014
2020-08-03T18:50:00,NaN,143.0553255,,119.6312659
2020-08-03T19:00:00,NaN,142.2333283,,117.3800304
2020-08-03T19:10:00,NaN,141.4113311,,115.1287949
2020-08-03T19:20:00,NaN,140.5893339,,112.8775594
2020-08-03T19:30:00,NaN,139.7673367,,110.6263239
2020-08-03T19:40:00,NaN,138.9453395,,108.3750884
2020-08-03T19:50:00,NaN,138.1233423,,106.1238529
2020-08-03T20:00:00,NaN,137.3013451,,103.8726174
2020-08-03T20:10:00,NaN,136.4793479,,101.6213819
2020-08-03T20:20:00,NaN,135.6573507,,99.37014644
2020-08-03T20:30:00,NaN,134.8353535,,97.11891095
2020-08-03T20:40:00,NaN,134.0133563,,94.86767546
2020-08-03T20:50:00,NaN,133.1913591,,92.61643997
2020-08-03T21:00:00,NaN,132.3693619,,90.36520447
2020-08-03T21:10:00,NaN,131.5473647,,88.11396898
2020-08-03T21:20:00,NaN,130.7253675,,85.86273349
2020-08-03T21:30:00,NaN,129.9033703,,83.611498
2020-08-03T21:40:00,NaN,129.081373,,81.3602625
2020-08-03T21:50:00,NaN,128.2593758,,79.10902701
2020-08-03T22:00:00,NaN,127.4373786,,76.85779152
2020-08-03T22:10:00,NaN,126.6153814,,74.60655603
2020-08-03T22:20:00,NaN,125.7933842,,72.35532054
2020-08-03T22:30:00,NaN,124.971387,,70.10408504
2020-08-03T22:40:00,NaN,124.1493898,,67.85284955
2020-08-03T22:50:00,NaN,123.3273926,,65.60161406
2020-08-03T23:00:00,NaN,122.5053954,,63.35037857
2020-08-03T23:10:00,NaN,121.6833982,,61.09914307
2020-08-03T23:20:00,NaN,120.861401,,58.84790758
2020-08-03T23:30:00,NaN,120.0394038,,56.59667209
2020-08-03T23:40:00,NaN,119.2174066,,54.3454366
2020-08-03T23:50:00,NaN,118.3954094,,52.09420111
2020-08-04T00:00:00,NaN,117.5734122,,49.84296561
2020-08-04T00:10:00,NaN,116.751415,,47.59173012
2020-08-04T00:20:00,NaN,115.9294178,,45.34049463
2020-08-04T00:30:00,NaN,115.1074206,,43.08925914
